Frequency,S11_Magnitude,S11_Phase,S12_Magnitude,S12_Phase,S21_Magnitude,S21_Phase,S22_Magnitude,S22_Phase,
513000000,-8.857008137,-124.8100563,-62.08326154,88.6243133,-13.88704097,-157.6776152,-35.46693907,47.80724214,
514000000,-8.866194321,-125.1579053,-62.22873788,86.66343906,-13.88166967,-159.143971,-35.50205766,47.86796781,
515000000,-8.929904381,-125.2997456,-57.94002281,83.18060001,-13.90172504,-160.822814,-35.49360496,47.63317603,
516000000,-8.96688547,-127.8590626,-61.94167121,83.63967344,-13.86912546,-162.2561238,-35.43540085,47.64202551,
517000000,-8.994250924,-127.1581695,-62.00154766,81.96932453,-13.88490316,-163.8972805,-35.41640793,47.37723834,
518000000,-9.047447507,-128.1828798,-61.82248411,82.00044129,-13.89162312,-165.2643468,-35.4623574,47.40175327,
519000000,-8.806378865,-124.4541555,-61.73517841,78.15354042,-13.92182976,-166.5449602,-35.46272422,47.54295129,
520000000,-9.039952904,-131.4475833,-62.15785094,77.88960648,-13.84194621,-168.8711466,-35.43593351,47.37935899,
521000000,-9.232350439,-130.4294756,-61.89337784,73.98579371,-13.84425608,-169.8672203,-35.41172656,47.23965818,
522000000,-9.199393283,-131.0871613,-61.73854582,75.19848907,-13.89016608,-171.2442926,-35.40017704,47.17535752,
523000000,-9.256902736,-131.6467511,-61.81939628,72.86732982,-13.87210063,-173.0086831,-35.40655306,47.12156643,
524000000,-9.317789647,-132.0554079,-61.48749289,-29.38870609,-13.87099649,-174.3730796,-35.3977069,46.87560754,
525000000,-9.178870452,-133.8025646,-61.60595624,71.22553318,-13.86235057,-175.8210588,-35.39667048,47.00809264,
526000000,-9.389755163,-134.1211338,-61.91881598,69.03860461,-13.97977693,-177.2265357,-35.36576788,46.71428908,
527000000,-9.112999602,-131.8744882,-61.728062,68.74003921,-14.03830531,-176.766046,-35.33549546,46.96305898,
528000000,-8.910616322,-137.9884642,-62.35835335,68.32391465,-13.6860053,-177.9009636,-35.36508128,46.8466288,
529000000,-10.01853314,-140.9205342,-61.08456094,64.49895785,-13.60023172,177.964149,-35.34888129,46.7219204,
530000000,-9.711293031,-137.6677617,-61.75674857,63.72363847,-13.72810973,176.7524441,-35.34408658,46.59931006,
531000000,-9.612602649,-137.7440196,-61.5037367,62.4653269,-13.71016609,175.0505244,-35.30810632,46.71073133,
532000000,-9.690169107,-138.0214097,-61.32272478,59.96584202,-13.76044149,173.5567729,-35.33166989,46.66875056,
533000000,-9.71939973,-139.3178634,-61.61826779,58.4544291,-13.74868399,171.6398501,-35.28053775,46.48919991,
534000000,-9.768760382,-139.9020977,-61.38020356,56.22622621,-13.74160751,170.422378,-35.29074097,46.68701556,
535000000,-9.841561081,-140.5463188,-61.73500415,56.01980341,-13.75225754,168.9422679,-35.27908322,46.28388624,
536000000,-9.89469725,-141.4882685,-61.35457687,55.28916349,-13.75543398,167.5212312,-35.26409882,46.46944362,
537000000,-9.955495847,-141.9230161,-61.41011906,51.97388191,-13.76355237,165.7994636,-35.28528926,46.26021302,
538000000,-9.836671989,-143.5844834,-61.16504068,51.37938684,-13.71631699,164.3506296,-35.26580668,46.17127478,
539000000,-10.0236758,-143.6613797,-61.48330661,50.4225066,-13.73231598,162.8830328,-35.2311396,46.06552737,
540000000,-10.05218378,-144.4766517,-61.58226944,47.71197503,-13.68721802,161.3328953,-35.21950376,46.16257854,
541000000,-10.0694895,-145.292822,-61.13129214,45.8061339,-13.73642081,160.0798683,-35.21186264,46.07848532,
542000000,-10.17072546,-145.871464,-61.21886216,44.96823511,-13.75489571,158.2184516,-35.21766588,45.9398376,
543000000,-10.21160002,-146.8311511,-61.16619003,42.97679324,-13.69926949,156.6871645,-35.21305554,45.79954773,
544000000,-10.24667599,-147.4350325,-61.42063303,41.3589641,-13.68981501,155.3211685,-35.1995781,45.72567861,
545000000,-10.27640087,-147.9882251,-61.08347009,41.20908293,-13.70941219,153.8421546,-35.12883721,45.50666643,
546000000,-10.33330436,-148.850918,-60.77422218,39.21456874,-13.68894713,152.2525415,-35.15742015,45.66528826,
547000000,-10.42328578,-148.776155,-61.62196614,34.86766668,-13.68096385,150.6934554,-35.15314705,44.96798832,
548000000,-10.49929913,-149.6889079,-61.11441391,36.93159055,-13.67214927,149.3541421,-35.08587299,45.17663678,
549000000,-10.53395601,-150.9806917,-61.3148891,33.53214678,-13.70778497,147.8352553,-35.09401356,45.08775828,
550000000,-10.54258685,-151.4148688,-60.99115538,32.78191793,-13.63453279,146.0262337,-35.07749491,45.06927632,
551000000,-10.62229259,-151.7673672,-60.63232799,30.92457217,-13.65638492,145.2003791,-35.08500162,44.84675333,
552000000,-10.72487152,-152.6804223,-61.10896001,29.80734048,-13.73730447,143.1913225,-35.06784779,44.72764867,
553000000,-10.7303906,-153.3208632,-60.65232014,27.82580162,-13.66764741,141.8606056,-35.04718714,44.82521403,
554000000,-10.83369018,-153.9159333,-61.10601511,26.81233794,-13.68800379,140.1996021,-35.05789213,44.70627633,
555000000,-10.87599091,-154.6053786,-61.37977957,24.99835333,-13.65025702,138.6070166,-35.03111221,44.39350373,
556000000,-10.96775688,-155.5888281,-60.73789849,23.81360898,-13.67485155,137.1433081,-34.99681571,44.52802872,
557000000,-10.97121853,-155.9377353,-60.80870205,22.2092449,-13.65785982,135.5329776,-35.00864027,44.35978043,
558000000,-11.04145813,-156.580825,-60.77028597,20.32699595,-13.63144164,133.9292225,-34.96102801,44.2829109,
559000000,-11.17501814,-157.7985087,-60.75375611,18.56845205,-13.60059938,132.8486718,-34.98045923,44.2021918,
560000000,-11.26864405,-157.074673,-60.87103079,19.02816813,-13.61952208,131.3127553,-34.94409309,44.05798908,
561000000,-11.25658812,-158.8304262,-60.77696367,16.17542817,-13.64810797,129.7714676,-34.93744721,44.22152819,
562000000,-11.35385679,-159.3844959,-60.62786945,14.92330373,-13.67189029,127.9537092,-34.9340126,43.98545819,
563000000,-11.42159198,-159.769328,-60.62704088,14.34770661,-13.60667408,126.5740923,-34.9080818,44.04897299,
564000000,-11.47771856,-161.7603439,-61.03210504,12.30055802,-13.66383401,125.2619889,-34.89189003,43.85671971,
565000000,-11.52272861,-161.258206,-60.72812821,9.848711251,-13.64218204,123.4745673,-34.87795052,43.69253715,
566000000,-11.71187219,-162.461406,-60.6420858,9.004396831,-13.60478567,121.8340205,-34.84037956,43.73900069,
567000000,-11.71385463,-162.9261861,-60.59683218,5.955024819,-13.60577578,120.5157133,-34.84936973,43.71272849,
568000000,-11.80962813,-163.7367591,-60.67876443,5.054724664,-13.63369804,118.8952984,-34.83142187,43.51230008,
569000000,-11.9274909,-163.9196695,-60.37939589,9.345187595,-13.62156846,117.3306029,-34.81785161,43.42118379,
570000000,-11.98846752,-164.9032748,-60.71044165,2.709051272,-13.57454499,115.8259982,-34.76747698,43.36114637,
571000000,-11.97986244,-165.4993244,-60.6918804,0.4605391034,-13.59477879,114.2653124,-34.79333384,43.26354492,
572000000,-12.07522454,-166.1615537,-61.17050676,4.282807631,-13.60662832,112.8392411,-34.75721468,43.04615342,
573000000,-12.1311499,-166.5563872,-60.66212828,-2.168794727,-13.62529219,111.2899627,-34.74036701,43.22371647,
574000000,-12.20486717,-167.5182807,-60.56360689,-4.755943534,-13.60794973,109.6245926,-34.74750047,43.08203086,
575000000,-12.25765268,-168.1924336,-60.5628628,-6.980603816,-13.60752892,108.1405866,-34.73957737,42.74400726,
576000000,-12.33475296,-168.8010736,-60.73758899,-7.213954173,-13.59224582,106.6924869,-34.6825706,42.61046396,
577000000,-12.35664976,-169.9017256,-60.53466334,-9.620640996,-13.6054888,105.184954,-34.65957791,42.85207751,
578000000,-12.46735123,-170.007822,-60.57831181,-10.36742718,-13.58924656,103.5869132,-34.6628265,42.50665579,
579000000,-12.53838232,-170.7411836,-60.77620098,-11.70249778,-13.60998608,102.2050153,-34.61693564,42.42203639,
580000000,-12.60939352,-171.419596,-60.4709402,-13.52268448,-13.6016467,100.4896815,-34.65042644,42.55733545,
581000000,-12.72111185,-171.9858396,-60.61277741,-14.81188307,-13.59965554,99.25852862,-34.59943864,42.14498249,
582000000,-12.74934174,-172.623665,-60.37611716,-17.02994192,-13.61459771,97.58124618,-34.60046739,42.25082548,
583000000,-12.84996943,-173.8478129,-60.54747913,-19.07527423,-13.59149974,96.12845666,-34.57629731,42.07222067,
584000000,-12.90507955,-173.8899738,-60.47154384,-19.79313308,-13.60705261,94.74771278,-34.57280796,41.90543309,
585000000,-12.96749186,-174.6087503,-60.39756858,-20.77608741,-13.59413194,93.17845741,-34.53091408,41.92752311,
586000000,-13.09146067,-175.1261188,-60.36690943,-22.90437284,-13.59866789,91.8349087,-34.53083091,41.87791159,
587000000,-13.1838026,-175.9580684,-60.48833757,-23.19185535,-13.63415505,90.10886628,-34.54263372,41.57719102,
588000000,-13.25923236,-176.6380329,-60.23981028,-25.85970785,-13.5977921,88.58012418,-34.49517055,41.407547,
589000000,-13.34332855,-177.2778771,-60.59518064,-26.4447366,-13.6063209,87.21853811,-34.47476467,41.62951068,
590000000,-13.4372125,-178.0184053,-60.52374273,-29.36714231,-13.62447002,85.66741423,-34.48534055,41.24047452,
591000000,-13.56611957,-178.4387611,-60.3783531,-30.61608159,-13.6196855,84.08206564,-34.44425287,41.06040662,
592000000,-13.61169346,-179.4850918,-58.64971226,-31.61865841,-13.60207876,82.64447791,-34.41589382,41.12332565,
593000000,-13.69994974,179.8015211,-60.52764352,-33.26069792,-13.62511303,81.09079889,-34.43118066,41.02867352,
594000000,-13.78142867,179.088313,-60.48424302,-35.43079119,-13.62774321,79.43299258,-34.4116884,40.76114854,
595000000,-13.86972358,178.2157306,-60.46216583,-37.25522265,-13.61218857,78.09803587,-34.36843886,40.56637058,
596000000,-13.91319707,177.2417834,-60.45114746,-37.49111769,-13.62491989,76.54821974,-34.35830994,40.5586161,
597000000,-14.00769181,176.907607,-60.48361492,-38.16274759,-13.62172566,75.02422365,-34.35462065,40.49736623,
598000000,-14.09750192,176.2687869,-60.31693959,-40.32291324,-13.62794055,73.42168907,-34.34129555,40.38700378,
599000000,-14.17265481,175.6514206,-60.4604779,-42.06416457,-13.63342322,71.84973801,-34.32326874,40.30635489,
600000000,-14.24706644,175.116075,-60.45747106,-44.26342573,-13.63427646,70.36353426,-34.30065196,40.01668739,
601000000,-14.35152364,174.5036309,-60.4087661,-45.6790216,-13.62470532,68.81675798,-34.27978372,39.90622304,
602000000,-14.44624963,173.898165,-60.62389302,-47.00688779,-13.61883063,67.27273382,-34.26242369,39.84519824,
603000000,-14.63990065,173.6452607,-60.42419042,-47.83582385,-13.63641446,65.62993494,-34.25050855,39.5090426,
604000000,-13.62520482,171.0543765,-60.24176973,-49.80270896,-13.6641218,63.84270505,-34.20905622,39.47969931,
605000000,-14.76971427,174.2037998,-56.71482493,-41.6796967,-13.62990322,62.35930434,-34.22007864,39.49014205,
606000000,-14.72824523,172.0931319,-60.47883367,-55.44767182,-13.62307346,60.98182619,-34.19984892,39.1199705,
607000000,-14.82959646,171.2018511,-60.77414678,-53.70588468,-13.60287772,59.30266795,-34.16031865,39.16676709,
608000000,-15.04282333,171.3578012,-60.22549403,-56.12992564,-13.59919439,57.76184775,-34.17354445,38.92497403,
609000000,-14.7803121,172.0889133,-62.52882707,-57.33823709,-13.59826606,56.19829149,-34.16630587,38.74686283,
610000000,-15.32010426,168.9924511,-60.41173587,-74.96485414,-13.6005308,54.4767492,-34.13615516,38.7504499,
611000000,-14.96940773,168.8506616,-59.49447683,-50.71498277,-13.58740478,53.09489648,-34.11825114,38.58445814,
612000000,-15.23643409,167.4880124,-60.46655173,-63.6049795,-13.59912708,51.81741769,-34.08656506,38.38745686,
613000000,-15.35603128,168.2878111,-60.4127873,-66.02274953,-13.57726875,50.53283714,-34.08591444,38.28327219,
614000000,-15.49672179,168.41922,-60.33435712,-65.30379677,-13.60083527,49.15540891,-34.06420484,38.07075966,
615000000,-15.61848233,167.7840205,-60.5115251,-68.37166207,-13.59509983,47.86307581,-34.07904579,38.04742323,
616000000,-15.783041,167.1928903,-60.52154706,-70.08622269,-13.61932766,46.36740357,-34.01902812,37.95521444,
617000000,-15.91291489,166.2415678,-60.25161427,-71.27401995,-13.61282788,45.04220556,-34.05614487,37.84563524,
618000000,-16.04610626,165.3321888,-60.48364856,-73.34667229,-13.62151229,43.58096586,-34.02633722,37.59229229,
619000000,-16.16388896,164.7563548,-60.37421875,-74.92657641,-13.63812785,42.10947629,-33.97381599,37.34720376,
620000000,-16.2585323,164.1967396,-60.37319311,-75.79686747,-13.64354466,40.50937761,-34.00230852,37.65342381,
621000000,-16.40789599,163.2589657,-60.45270479,-77.48832019,-13.67059205,38.8832953,-33.9439557,37.10234624,
622000000,-16.49791782,161.2246564,-60.26805734,-78.67751537,-13.66489688,37.17339926,-33.92268531,37.20806678,
623000000,-16.16784358,163.3670331,-60.08878233,-79.85524028,-13.67028965,35.35337805,-33.96361415,36.83361247,
624000000,-16.54071907,159.5770326,-60.39417155,-80.68857825,-13.63932791,33.78676778,-33.92598806,36.87772835,
625000000,-16.47831319,159.8486059,-60.14890118,-84.3864701,-13.6359218,32.28225483,-33.91138067,36.70356785,
626000000,-16.58422304,159.2942384,-60.49087009,-85.39309607,-13.62998626,30.66319454,-33.92244647,36.34630341,
627000000,-16.82032749,160.3991664,-60.56201686,-87.05176539,-13.63037034,29.0898675,-33.8797112,36.20443004,
628000000,-17.0589688,160.0347019,-61.769216,-82.6130752,-13.639795,27.55924325,-33.84877266,36.16094898,
629000000,-16.69763165,155.3679987,-61.59790556,-88.26752426,-13.6389485,26.02480611,-33.82974341,36.15831674,
630000000,-17.01811692,157.5853662,-60.51832811,-90.8740015,-13.64909942,24.49018941,-33.87228072,36.2370546,
631000000,-17.24424122,156.5416258,-60.50153462,-91.54525722,-13.63244116,23.10874712,-33.80855611,35.42047358,
632000000,-17.50745223,158.0282392,-60.53424153,-93.32220848,-13.64364451,21.51597201,-33.75691289,35.88594943,
633000000,-17.61506531,157.6430131,-60.30227941,-96.55204023,-13.65535514,19.89404506,-33.82968241,35.58860878,
634000000,-17.73374615,157.1301912,-60.48492573,-96.72506829,-13.63851157,18.34888255,-33.81838846,35.34554638,
635000000,-17.91036252,156.8337061,-60.58862162,-99.19482005,-13.64318238,17.10686844,-33.73832484,35.41777445,
636000000,-18.03148174,155.9907436,-60.78432304,-99.20995822,-13.68524544,15.49413317,-33.80425797,35.08775319,
637000000,-18.13256336,155.8196502,-60.54711234,-101.1535859,-13.65859486,13.87209766,-33.74080183,34.74680219,
638000000,-18.52587528,155.6142615,-60.83776789,-101.8684452,-13.6468224,12.61875312,-33.75660355,34.67488012,
639000000,-18.44390112,155.0089534,-61.7566727,-99.2671891,-13.67912353,10.97800309,-33.69507527,34.67358976,
640000000,-18.55387532,152.1815322,-61.07680756,-103.7625292,-13.6456558,9.478439207,-33.70878952,34.36423641,
641000000,-18.82461065,154.2025391,-60.59877221,-106.4442634,-13.68473972,8.094938034,-33.66807195,34.17875205,
642000000,-18.96763029,153.8366175,-60.30719023,-106.8919999,-13.70556391,6.354468897,-33.66045976,34.37712805,
643000000,-19.05909894,153.5421983,-61.92014421,-103.5978991,-13.69709588,4.93609652,-33.71272185,34.00200749,
644000000,-19.27016487,153.0667263,-60.53347999,-110.3874661,-13.6888852,3.261162075,-33.61531243,33.89204334,
645000000,-19.41598901,153.2284586,-60.71526916,-112.5653486,-13.69620315,1.868523101,-33.61787929,34.26311985,
646000000,-19.5354519,152.9358549,-60.70135911,-111.8104342,-13.67340755,0.39178989,-33.70301404,33.48796889,
647000000,-19.69040826,152.7915117,-60.54465078,-114.5048023,-13.71993231,-1.042248069,-33.5681599,33.35850017,
648000000,-19.8702497,152.5197921,-60.32194397,-119.0929994,-13.71075736,-2.769122527,-33.59039901,33.54164901,
649000000,-20.06124551,152.4763952,-60.3814959,-119.9283216,-13.71888299,-4.172918566,-33.56790473,33.58110405,
650000000,-20.23860043,152.4177491,-60.36048196,-120.6771673,-13.73625029,-5.938913323,-33.59646652,33.40182784,
651000000,-20.41530072,152.2054223,-60.5635761,-120.7468885,-13.70022725,-7.320949513,-33.6103601,32.72160074,
652000000,-20.5777763,152.2155593,-60.76085599,-121.7224436,-13.72369189,-8.628728951,-33.50637964,32.89842683,
653000000,-20.9779136,153.3488344,-60.42907821,-125.2944464,-13.72285982,-10.171939,-33.53183251,32.65411253,
654000000,-20.96832007,152.4506419,-60.60061094,-124.6883708,-13.75448447,-11.76973312,-33.49245236,32.86843324,
655000000,-21.13905109,152.6410619,-60.55954008,-127.0554365,-13.74252906,-13.60157352,-33.54591021,33.03252965,
656000000,-21.31615656,152.605934,-60.59290762,-129.3835826,-13.71603448,-14.87760699,-33.52587899,32.13612131,
657000000,-21.49258674,151.4683096,-60.53022764,-129.7971724,-13.75735581,-16.26975979,-33.42388061,32.2939596,
658000000,-21.66947484,153.7138148,-60.50993458,-130.7559111,-13.73051205,-18.19583702,-33.58657582,32.43277198,
659000000,-21.88487399,153.7506901,-60.81837375,-130.5955725,-13.7249064,-19.65830889,-33.5437868,31.74350018,
660000000,-21.82562979,155.3463094,-60.59267622,-133.1549079,-13.77095167,-21.24998056,-33.49455475,32.26541093,
661000000,-22.27627692,154.7386003,-60.7403166,-138.0902999,-13.75024171,-22.5598007,-33.45671996,31.41509737,
662000000,-22.4730481,155.4769217,-60.63908825,-135.8995173,-13.77141196,-24.14233067,-33.38897635,32.00497359,
663000000,-22.60150365,155.9206918,-60.68922856,-139.6719138,-13.77144719,-25.54289405,-33.3379549,31.28729038,
664000000,-22.81956842,156.4482937,-60.62124594,-141.3664541,-13.78125231,-27.35991216,-33.38165697,32.06750402,
665000000,-22.90348451,157.1609483,-60.41143796,-139.9028333,-13.7773264,-28.75834169,-33.45515803,31.83121328,
666000000,-23.20631555,157.9770005,-60.57332839,-143.5006622,-13.74790673,-30.40244393,-33.38786863,30.67559772,
667000000,-23.50317994,158.4128514,-60.47653448,-143.948389,-13.75081542,-31.78046932,-33.32541317,31.4920586,
668000000,-23.55963426,159.9033883,-60.41526889,-145.7581417,-13.77378059,-33.24980807,-33.35000592,31.74218261,
669000000,-23.71299061,161.1604028,-60.65195882,-146.0703713,-13.77891553,-34.98183046,-33.43450244,31.2712155,
670000000,-23.91976342,162.2945789,-60.53914177,-149.5044499,-13.75822801,-36.31199377,-33.36692975,30.48528474,
671000000,-24.05130732,163.0373668,-60.70040469,-151.2073578,-13.75844716,-37.93733409,-33.26348366,30.9004554,
672000000,-24.24738023,164.369146,-60.55951883,-151.1173561,-13.76533778,-39.15810264,-33.37762345,31.03190206,
673000000,-24.56663898,172.2322684,-60.09435629,-152.2183633,-13.78402147,-41.20539597,-33.38754339,29.88266498,
674000000,-24.55412528,168.0680956,-60.39797709,-154.9126568,-13.75605799,-42.52810935,-33.27804903,29.62954159,
675000000,-24.57960888,168.5267099,-60.6614117,-156.9556376,-13.78256601,-44.0081932,-33.25533885,30.42347227,
676000000,-24.65525368,170.7600323,-59.83560745,-148.0741238,-13.76966396,-45.76327864,-33.29223374,30.12405756,
677000000,-24.88337938,172.5608056,-60.57250178,-160.0514364,-13.76122447,-47.05032291,-33.24650099,29.70285836,
678000000,-24.77882148,177.2278633,-60.5120979,-161.4691567,-13.78854066,-49.0663516,-33.25447871,30.30657403,
679000000,-25.28171049,179.6604953,-60.61344456,-163.1561618,-13.7663073,-50.12262922,-33.27156715,29.97059517,
680000000,-25.08576523,179.3903872,-60.5544187,-162.9709335,-13.80686461,-51.6789621,-33.13402511,29.47147875,
681000000,-25.13251154,-178.7987916,-60.38989445,-165.0012994,-13.79785899,-53.10585446,-33.21696895,30.29652593,
682000000,-25.02585265,-177.2138806,-60.32309847,-166.8975732,-13.82977893,-54.78520045,-33.27778043,29.37355848,
683000000,-24.96008733,-175.2789686,-60.43928115,-167.511901,-13.80363485,-56.28726532,-33.19433987,29.6776769,
684000000,-24.69059593,-175.0389037,-60.40871986,-170.5600345,-13.79013415,-57.78105418,-33.23501664,29.15317696,
685000000,-25.04356706,-170.7415586,-60.5792626,-171.768294,-13.80909213,-59.32681664,-33.19350353,29.31914011,
686000000,-24.98746703,-169.6272131,-60.51401729,-172.7954014,-13.83094109,-61.01473177,-33.13165978,28.63103646,
687000000,-24.76624655,-168.2067388,-60.34143791,-173.8837028,-13.82753651,-62.45136404,-33.09996609,29.13855549,
688000000,-24.67676226,-166.363444,-60.40246568,-174.938974,-13.8264654,-64.04269734,-33.14365957,28.47878043,
689000000,-24.499138,-164.5478261,-60.30094345,-176.0401844,-13.84581742,-65.47644451,-33.07432871,28.82689948,
690000000,-24.40852171,-162.8366767,-60.42414685,-178.7715831,-13.87731099,-67.16957177,-33.19534228,28.71550958,
691000000,-24.21822459,-161.4620249,-60.60125702,179.9638109,-13.84133253,-68.75885665,-33.07073763,27.99987345,
692000000,-23.95333455,-159.1474204,-60.50198553,178.3358148,-13.85174313,-70.13124674,-33.00211554,28.69941122,
693000000,-23.86531289,-158.6475219,-60.43558615,177.0458514,-13.87706408,-71.7232321,-33.10331407,28.29174747,
694000000,-23.64880459,-157.4378048,-60.56098189,173.7160748,-13.87655749,-73.34944444,-33.08323419,28.00003378,
695000000,-23.38872915,-156.2650155,-60.36146628,173.4126782,-13.86389836,-74.89676462,-33.01712795,27.89515342,
696000000,-23.19016033,-155.0421608,-60.50202604,171.9621507,-13.87760792,-76.32200236,-33.01202655,28.42714516,
697000000,-23.00064855,-153.746924,-60.43792248,170.422964,-13.90183816,-77.92597154,-33.06469543,27.88463569,
698000000,-22.76390727,-152.3031789,-49.73800981,126.444484,-13.89355216,-79.43841977,-33.01973576,27.92671046,
699000000,-22.50170528,-151.6528662,-60.27852626,167.2599746,-13.91049697,-81.10933766,-33.07150157,27.74983016,
700000000,-22.29918907,-151.3049625,-60.70235734,166.5414022,-13.91815151,-82.67316399,-33.00659974,27.2883582,
701000000,-22.11592369,-150.6487541,-60.41800885,164.3129722,-13.89282224,-84.24821322,-32.8999868,27.42118861,
702000000,-21.84892105,-147.5577975,-60.46769327,162.0647097,-13.91105828,-85.59252653,-32.96236637,27.78875019,
703000000,-21.59246011,-150.2184128,-60.50722462,162.6977177,-13.90075454,-86.99942007,-32.78696117,27.33323523,
704000000,-21.38187094,-148.5576427,-60.51153863,160.6729785,-13.94187585,-88.82684292,-32.91636549,27.20362929,
705000000,-21.07629103,-147.9655365,-60.57270482,158.3468786,-13.92501254,-90.31480421,-32.90414326,27.2108175,
706000000,-20.90006947,-147.3994046,-60.89197406,154.1755176,-13.94604376,-91.88323435,-32.87997995,27.08443023,
707000000,-20.68822384,-147.4554306,-60.37538369,155.7332902,-13.93698412,-93.47568217,-32.85547492,27.1126753,
708000000,-20.43338617,-147.2326155,-60.51738731,153.0158292,-13.96259445,-95.02479708,-32.8726653,26.89826082,
709000000,-20.19393237,-147.0257439,-60.44634401,152.7868748,-13.96388886,-96.56463326,-32.88818687,26.68103062,
710000000,-19.99045879,-146.4048849,-60.46862506,151.7658519,-13.94384934,-98.19409108,-32.87042689,26.23177872,
711000000,-19.65327092,-148.2209693,-60.47534002,150.3988267,-13.96991184,-99.54210722,-32.75829671,26.64035004,
712000000,-19.57473459,-146.3724938,-60.30727148,148.3740743,-13.98541454,-101.1700956,-32.8032267,27.00369008,
713000000,-19.36202567,-146.2781308,-60.55592639,146.2165553,-13.98874691,-102.7110761,-32.78942988,26.55157659,
714000000,-19.19091236,-146.1043757,-60.60621453,145.3907569,-13.97438165,-104.3679512,-32.79541547,26.32387458,
715000000,-18.98260595,-146.3134995,-60.73359447,143.7240807,-13.96530817,-105.8637621,-32.71581497,26.10839447,
716000000,-18.80388627,-146.4572294,-60.67198143,141.8621201,-13.99609134,-107.3518564,-32.76710553,26.46074504,
717000000,-18.61156065,-146.145999,-65.93602288,161.9386656,-14.00197965,-109.0206956,-32.75287237,25.96917928,
718000000,-18.39819894,-146.5967931,-60.58306926,139.2559797,-13.98073382,-110.5636327,-32.69414152,25.79220269,
719000000,-18.28309186,-146.5449118,-60.58251541,137.5447063,-13.99526034,-112.1564385,-32.67023197,25.71312614,
720000000,-18.06570553,-147.0444387,-60.56815576,136.8791031,-13.9979107,-113.9011103,-32.62092269,25.71187131,
721000000,-17.79607812,-147.6148043,-60.70916215,134.0097606,-13.99139677,-115.2909972,-32.63949913,25.74378198,
722000000,-17.69117976,-147.6733372,-60.64903832,132.4882972,-14.00168309,-116.9607048,-32.64855494,25.47063501,
723000000,-17.50574091,-147.6702409,-60.4743476,130.8862657,-14.02454039,-118.5316342,-32.62235501,25.53436636,
724000000,-17.32847398,-147.9641257,-60.53704189,131.738565,-14.03347725,-120.0581906,-32.63000006,25.34420377,
725000000,-17.16283562,-148.1254738,-60.57979203,129.4106191,-14.02648739,-121.5652968,-32.56052957,24.87173819,
726000000,-16.97982839,-148.5079575,-60.56877002,127.0187409,-14.06332047,-123.1793449,-32.5098882,25.68065024,
727000000,-16.83710212,-148.7503054,-60.74973027,125.0225281,-14.06580008,-124.8749035,-32.63264052,25.57061834,
728000000,-16.61051687,-149.3797138,-60.89144413,124.132685,-14.06784246,-126.3396224,-32.53495453,25.10361885,
729000000,-16.49144794,-149.4382653,-60.52733036,121.7827072,-14.06213657,-127.9658602,-32.50439028,24.76366209,
730000000,-16.3935502,-149.6107823,-60.59836523,120.6802397,-14.08536492,-129.5645486,-32.50316571,25.30931532,
731000000,-16.21971615,-150.1474974,-60.68079892,118.4655068,-14.09367247,-131.1718926,-32.51523458,24.80611379,
732000000,-16.05957274,-150.3926838,-61.31226891,115.4231561,-14.09367601,-132.7978777,-32.45453785,24.65314522,
733000000,-15.93532215,-150.9689238,-60.74903726,116.3699036,-14.11183195,-134.348892,-32.45064959,24.82083333,
734000000,-15.78355241,-150.9821809,-60.92304982,115.3167431,-14.12260868,-136.0651858,-32.44960793,24.57361883,
735000000,-15.65343084,-151.3649941,-60.74991649,114.4779388,-14.13519007,-137.6742402,-32.48408749,24.59682704,
736000000,-15.54181281,-151.7299932,-60.63707477,112.0372968,-14.14203108,-139.2220972,-32.37259493,24.27291964,
737000000,-15.40503635,-152.2559584,-61.01889341,111.2275682,-14.15237262,-140.8295646,-32.37146255,24.67109293,
738000000,-15.28031031,-152.5294691,-60.73569363,108.6157859,-14.153944,-142.4673407,-32.34397577,24.14974086,
739000000,-15.09179484,-152.8432009,-61.04421443,108.8583147,-14.1878366,-144.0887858,-32.34659911,24.48312687,
740000000,-14.81460521,-157.0448622,-60.61381911,106.3170313,-14.27680299,-143.5558547,-32.34417941,24.17376761,
741000000,-14.99447137,-154.1167578,-67.32642432,75.45024352,-14.18268862,-147.1392491,-32.2993641,23.79745977,
742000000,-14.69336333,-154.4765323,-61.05664715,102.6718457,-14.19070358,-148.688295,-32.28984225,24.17360984,
743000000,-14.62928244,-154.4791129,-61.09583166,102.5439329,-14.2290725,-150.3649771,-32.29328047,23.95657845,
744000000,-14.44765164,-154.8677885,-61.02209907,100.4462916,-14.24407034,-152.0001231,-32.29777085,23.99531756,
745000000,-14.33335725,-155.7019413,-61.09945542,98.47450538,-14.24997877,-153.6451747,-32.2386561,23.69965198,
746000000,-13.63912079,-151.3560351,-60.9981113,97.86018169,-14.32367501,-155.2451094,-32.24693335,23.68845255,
747000000,-13.85106929,-156.0302082,-61.09178623,69.67817287,-14.2834539,-156.5235245,-32.21398473,23.56455875,
748000000,-13.67224328,-156.1042296,-60.70881353,94.80055251,-14.38220281,-158.0573734,-32.20684668,23.58331338,
749000000,-13.81673272,-157.5822796,-60.75779978,94.33003135,-14.3165935,-159.8921469,-32.17308571,23.46514282,
750000000,-13.71896298,-158.2039484,-61.08260269,90.88496957,-14.34402765,-161.4944774,-32.13978814,23.32715424,
